student,999999999
password,abcd1234
username,use,r123
email,tes,tuser@testdomain.com
previous,testuse@testdomain.com
phone,123-456-7890
postal,M86 72Z
address,123 street blvd.
binary,								      11110000
bio,		hello world
student,9999 9999
student,		111111111
password,123456abcdef!!
username,stevedave
previous,stevedave
phone,((416)-111-1234
postal,H1R3T7
bio,Hello<script>World</script>
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,1
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave
previous,stevedave




student 999 999 999
phone,(416)5591088
phone,my number is: 416-559-1088
phone,416.559.1088
phone,(416).559.1088
phone,(416)5591088
phone,my number is: (416)-559-1088
phone,416.559-1088






postal,M 86 7 2 Z

postal,M86 721Z

postal,M816 72Z

postal,M8N 7p1

postal,M8N 7P1

postal,MMM AZZ

postal,M86 72Z


binary, string 11110000
binary,11 11 00 00
binary,00
binary,1/1/10


bio,<<<<<html>>>>>>asdf<<<</html>>>>>>
bio,</html>
bio,<html
bio,<div id="btntop">
bio,<31324>
email,test @t es t. i n t
email,test@test.edu
email,test@test.net
email,test@test.met
email,test@test.org
email,test@.test.ca
email,test@test.gov
email,test@test.com
email,com.test@test
email,test.test.test.test.com
email,@@@@@@@@@test.com
email,test.com
email,testtest.com
email,test@test.com
